"#","Fecha","Documento","Cliente","Estado","Estado en Cartera","Metodo de Pago","Forma de Pago","Impuesto","Total","UUID","Notas"
"774","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería Biosanar","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","21,000.00","2f88724593edfb99fb94c33a3ef16d013c5b7215f1a731df7560fddfc1cbeac22fe58c400d5ab7651a18431d72f537aa",""
"773","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería rosanar","Enviada a la DIAN","Pendiente","Efectivo","Contado","1,140.00","99,753.00","e965ea54bbfe65e6bde1ff5aed7b444841ed85d10f20241eb4ea7a80bfa64651cd3c9ae83d577f4e6cf4ffad8e319ff0",""
"772","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria via salid del caribe s.a.s","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","157,500.00","e1602801c5a5f1c817e5b03e4b0a17d8c96db5113ab4304cef556faa9546c11ad424acf695e9d75c0692b2ba71eb42a7",""
"771","2021-12-30 06:50:00","Factura de Venta Nacional","D. LA PLAYA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","359,981.00","313c643b5b7010e02e3ca641156df9400940c90fa4542475c21ad2ea47c5c6b522d3aaac56d93f73f339b8649d2065a7",""
"770","2021-12-30 06:50:00","Factura de Venta Nacional","drogueria y variedades emmanuel (Malambo)","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","106,316.00","4e508cf1e279fc82fbedebc08818c052a7a5ac814e86045a1d5fff93b0316b44d0fe9029c3274098a2544bc753a422f9",""
"769","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA DISTRIFARMA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","63,600.00","c8fca8db134432e875a3d5f9d705800ce2dfb534a85366eb32235e76832af8d44b03829e1f5f0f9961f64eacfec7b6eb",""
"768","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Colpharma","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","723,496.00","60beae1cff38a1ee1f9f08e9f71504100ea8156c5445a787c7dc6b81dcb6b1698b6646d844d8fb204c42510a295ab0e6",""
"767","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería y miscelánea la nueva de las Malvinas","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","11,050.00","58307be2269088671fd759c82bef396ca92dd0d5f141b3f5d5d9d5694f715e9a9f5e90d4cd31a5f8307ac09e2553ca9d",""
"766","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería farmacost CH","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","185,358.00","4c4702d2692846bbf2a933c9fc8541a3618ba4c1eaad28d28d3e7a606d81e2c747f4a7f2171a3d4c2867fb880d4d41e3",""
"765","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA LA BOTICA ESPAÑOLA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","51,326.00","9ec8f1f2793dd31c188103a62f8f156581877475a10d9c6caacec890fdc8694707e1cb612588be63781272f2d9d2e79d",""
"764","2021-12-30 06:50:00","Factura de Venta Nacional","DEOGUERIA LUKAS","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","213,520.00","d099eb6af3c97dcd945c115a207aa23e6915e47617c2a5b704971f98b3a97434ba01594ca25a64b43088ba2b7d0660f6",""
"763","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería Diana Angel","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","158,334.00","02679b54d15f38e94eb68c65d37b278fe7b3f8637c0f7273aa2edf72a9bc95097e630d6283d2d4558aaf7f5f3dfcce3b",""
"762","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA DISTRIFARMA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","466,400.00","b9ae0bdbfcfd3f6795cc0254fdae1936fd8006e02a1ae351e8922e1ae9cb366d79801dace706e4f97377407c6d963306",""
"761","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria y Micelanea Dayro","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","160,000.00","8c6836b2c3abf765d44dd6adf006de45075e6f65ec09ab282674262391a3a0f78e38de31b49695d463dbb3c9c0b60b2a",""
"760","2021-12-30 06:50:00","Factura de Venta Nacional","Drog la mega plus de soledad","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","65,460.00","c782550cef6fe60ed0738e988d3f4435350765be5867cbd54e4bb352664b4569be57319e85f8d14f9403a864fb026656",""
"759","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Colpharma","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","723,496.00","eebbc10f457fb7a8f0b7446d826b52851324252b19acbcf1055db5b3b0fa53cd986f7eebfb065af7bc487ce44f30830b",""
"758","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA BIOPHARMACY","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","109,805.00","35619baa202a24bbab2990a8551042ecb9192729ca00d122df67a1ea56a480794381611ed19d286bd9cdda05180223be",""
"757","2021-12-30 06:50:00","Factura de Venta Nacional","Alexandra oliveros","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","57,000.00","ae152dd580506b036eb5c1fb921ab29e60a3ba86779c31b89d0f8d32a585bfd2a5bf3bec286256b20674a3bae46fde61",""
"756","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria  zara G","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","67,149.00","64771d5f77f8d9524bc0e75770f93d5910a87f83e42cdad9c9e4bcba3d749edc78989c74f58eca3e70d6482718e6e8a4",""
"755","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria la + econoomica","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","95,000.00","eb0113449b4225034c22d597c529e6146fce23a4101f7d8a4d548058897b9aa32cab35c3ac3bcfa94952bbf8eaf4b0cf",""
"754","2021-12-30 06:50:00","Factura de Venta Nacional","Drog lu","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","29,554.00","e6eadc0cc1b3ed2c14638688f6a6fd71d9377cb6a75ed1de385ebbc133fdc4976602e071e3c5b2272815e9c001595055",""
"753","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería farmacosta","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","114,786.00","929b18353c4b842fb454229c8e60cded11d9608e7cdd156525c0295ff3195334393d60be65eb49ad31d0fbf381cb911f",""
"752","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Genesis","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","109,094.00","064c32b83809d6e84ef90e62df1f7215c679a9d241299ad55ada3e19689f8658530c35fe0ab75296cae63a0d048e2ffa",""
"751","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Mas XMenos","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","898,808.00","875c8c9ba3ad41275917474efd01d0df35c53834c3b3fb1ff6711e01d547ec4cf4def5d648bae13aa505f680d1edadc5",""
"750","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Libre","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","237,241.00","4a637f0f180f64dac88d46a7253d4edb4fb102f2572a7378c96d3f56cdf8699fb65e346901d922d4e80dc14a93388ac4",""
"749","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Jireth","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","309,436.00","a709afb2d46bd6c09fab9b36992b93954e231141da36410fc34c5a29cfffbfe87aabee88ab7eb9eb965e605b024f5089",""
"748","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería santa Sofia","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","250,400.00","ddf42bcca3deecec4305b703be3b0e50d3792d411fd6e4e99b56b65541fab54580ebb314cf7fbe9c92f980f93a67f45a",""
"747","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería liz","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","271,000.00","3864ed626b493919bf79c38ec105c6db7798813533743dea47f136442811a2faa221aef90364b61248b11e7dad5cefa2",""
"746","2021-12-30 06:50:00","Factura de Venta Nacional","Drog metropolitana del caribe","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","104,087.00","04f49649ab8111a28afac93624b3cd5961066e2d90279abba6fb581b7478d99f76681e1272e441a0bcc9a378f1c61a26",""
"745","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería el milagro","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","137,646.00","3c9e15acf8c10bb26d8fae08fc887983ccf113263363c0b498df7664f7d36efda4b4b11d35dd4105e31ff92c82b5830a",""
"744","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria y miselanea la 9","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","115,125.00","0ceebf7d5c93878223a46bd4e0184c2fc7a75386ca8e6750bc223d4bc88ebe63fe484453e21409f4cde3ea3bd4cb79b4",""
"743","2021-12-30 06:50:00","Factura de Venta Nacional","Farmadrogueria la 57","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","157,338.00","90f1158208cc9cb73b13fe100f781fb9a202d086cfa9f205a61dcb439d6e4b6421b027e07989d2091f53bba68a2fa48b",""
"742","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Medi-Drugs","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","121,072.00","a0b333ae8544b33a2e146fa2b3e32c21b04aadc09c91ea059645a55072be8a6d974add32ea115dfd049f68cf657f6e9c",""
"741","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria La Prosperidad","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","29,174.00","b7b4b382f7b79700f249d9c5283db075acc76b349a9510e96aab23e45a3c4ef464dc53d3e040c0800f873152faeaa2b3","Se realiza Dcto por saldo a favor de $6.382."
"740","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería farmacost LA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","100,076.00","ccad1c57aaad72cec6241ff466215a4f55f610964068bd365210a9b9f97100258660c0cb1f001662ea3b386e38be0306",""
"739","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería medimar","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","107,622.00","f5ff28d8af45969752c6ad54a7bda24ebfb18f8b1dd984e3a0b92dea818e4d906b8a52b910dc212775879ff730ee2fc6",""
"738","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA TU BOTIQUIN PLUS","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","115,236.00","018a51a58682e70d8f7c2a17d9f5c87da70e3d4c69daf82eb39e0d7c51d2ae2949c2af3264f0e3dbc72ebdf73a77ac8e",""
"737","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería Medical Drugs","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","103,250.00","7a6a3d7b7959d5530639302d604f17cbd2f27cd91956a47cf9406fc5d213ee8924588f62cb21f2bb9a04c96aca868c94",""
"736","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería rodofarma","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","95,600.00","a3360e6d5ae93c54e4292701fa5f6e3db60f78049338db3a7c8f0ad7b5f223247adfb2aef67033a655d51279ef48e28a",""
"735","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería villa muvdy","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","167,300.00","a96fd0ad4f2cb3549e7214948689efb5c6b01ae18a52ade549cb1c460ee694114e53c11037c1c72f034f779ba3c7895a",""
"734","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Mayo","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","70,930.00","7fdb4eb2981ba88f9df418236e2def6e786a885bff88a9c99c9b1019e94e3fce10d0300642de5ffbc081f16bd873109e",""
"733","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería la manga","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","1,420,800.00","cae0bd61b0b67dbc6d18b548a8d437b2603446650ea241a78755936cafcca8d48e3d6b85aab17fd1c949fae86a8f7fe6",""
"732","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria JK De La Costa","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","33,000.00","221f48f1562d2630893d78cac779e159e4b14c585446b75703434173e2c93d02c00145d23490738aa8652c5b27434035",""
"731","2021-12-30 06:50:00","Factura de Venta Nacional","Farmacordeon","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","51,768.00","a521a35daddccd60b4f04b3daf025c5bb4340c416c4f5dcb34a4f39202814e73bb0d9e6fb033081dfb2983b9d3ddf0ba",""
"730","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería y miscelánea la nueva de las Malvinas","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","235,368.00","a31db6db4e0252b97b1cd091e251f13a9328da1eeadb61b8fdd261758163d7f76b2a7e7cac95306c5d3c152745ba3ebb",""
"729","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Colpharma","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","846,118.00","d2ee5342ed44eeb5db4a9a2cfec612c2883a07bb38b2ac2b2f1a51a94f2239848929007031ff0fe074e8609a2d5deafd",""
"728","2021-12-30 06:50:00","Factura de Venta Nacional","Farmacordeon","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","104,060.00","6af7a720915ff3160ef98bab07d1a6f3bc07139e9c090fa0de8e098e29c8422e76f2392ed949132889a235bcaef67373",""
"727","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA DISTRIFARMA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","50,300.00","05cfa38ae4bbbab8d9f1303df3d4716d9c1db5336cf89dd72b49f882963cbabef942ca72eddb4d2adcbd807090c31068",""
"726","2021-12-30 06:50:00","Factura de Venta Nacional","Deogueria CBD Store","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","41,490.00","e283c014e02c811aa1559eb3f655f4af006c670ad28531b4d6d94473ae483022a6cc626273f388f45e16941543a73ed6",""
"725","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA LA BOTICA ESPAÑOLA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","48,475.00","d46efaa40a6d3328d7f5da8c7faf1eeb6e78466832aaae32452f09a79da2e913eac07334da2d84bd860519f3a854aa96",""
"724","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Zarahay & G","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","92,162.00","9bba6d19fce90b08b8b639b370c1bdb4372f082bb09e8a9523c638c1bafc9e577e7ab96be8779db7028492d776292575",""
"723","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Yansu","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","402,876.00","0ed7c63c3799f2c7c339c745bd81f6601494bc319c8c72bd8bc644532b17f0a6c35bde6f2565c4c1aacb100a0f1c0f6e",""
"722","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería yeiner","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","188,530.00","5c58471a9e6120df2b1f367da2157cdc88039e7a212a2b02fccf6404c78631d9266e6e28e02c2f1a827c327b542a82fd",""
"721","2021-12-30 06:50:00","Factura de Venta Nacional","GRUPO A.C.Y S.A.S","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","94,344.00","a18f7750f5362f327def93a637e46f9d25f4f1979127925c4a076e2889db1bb17be0b464d253b79991c136e442fab7c8",""
"720","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería farmacosta","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","13,880.00","b1a45546ab1b6b2ace6d4675a8db0de4aec09cb0a94f136c023f3542dae5fd91f418fca8f1d5c055cf8002641446c0b8",""
"719","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria la 5E","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","77,434.00","1e034508d30e2daee6afe8d1f153f748e2ec7177815faf2bf305df01d4e5041f7e51317d5cd186e24209fa00b8353601",""
"718","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA DALY DROGAS","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","207,500.00","a908415f55464fb44fb2a8bf6e59ae90814eac6917b43ef9b9edf2b020b40c2bf87c44c993a00e84510dd73e9025d796",""
"717","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria JK De La Costa","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","16,000.00","a4a0be8fcc53e08b501bfc4889e16ce99c800437e201826973d3fc7941615337498176681f59b58447bb65ee0044270e",""
"716","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA INDIFARMA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","196,488.00","ddcd8dea13e21997cc8cd4f06a7940eacc9b1beeb56e55022e910107115d625d19909786b79548d4f2ed927d59191796","Se envía Zoplicona 7.5 mg 50 tabletas de laproff a cambio de Zopiclona 7.5 mg Recipe 30 tab, manteniendo el mismo precio pactado con el cliente.Se remueven de factura- DESLORATADINA 5 MG 10 TAB Coaspharma.- Montelukast 4mg 10 tab memphis"
"715","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA ISAFARMA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","51,650.00","65e6e7d369314e57e042900ea6b0332426cbd23b1f7cae4acc05065d3bf04f26487602a27f01ae083c67ce2708a95baa",""
"714","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería y variedades farmi caribe","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","102,315.00","ecdb2f313b8a1297ad32d99c4f03c19c2498c122a514a69cbd0dc8eaf226a4825c681ba57f76cfc822b1ffa8cdd794f1","Se le aplica descuento del 5%"
"713","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Morelia's","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","47,950.00","209bc33e6ebd01a45ed61c15c1e1d9f4f4e21453352e4e735482895fab9f464478ec7d573ccf49bced6f5630457eacd0",""
"712","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería tu salud","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","48,000.00","7502c4a641e0b50f2452efb06e606b67cd1211ae7ac6b15f5bad0f4a21e3838861b98223b9b74ed39edc757c264f6292",""
"711","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Droguisalud","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","93,786.00","d43ff35daf0eab371944e74d81c6641bb0ae9eac7e7f5bc16840690c850604c3128e5fcf6cfca71be555a015a7eeba59",""
"710","2021-12-30 06:50:00","Factura de Venta Nacional","Dist. JJ san miguel","Enviada a la DIAN","Pendiente","Efectivo","Contado","2,280.00","44,814.00","7657ef77341b4bc5a772d6680e6373ad53120b8dab1343bdb9447f2ec9b7f17577ef8513f2b1ac6870ab82e581f5f343",""
"709","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería Emily","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","138,763.00","de7423d64a0cf706f50cccc1afd523ca68ca99bccd2d9da8dd02aefb773375245a2ea569ed9f1add07cb90e76d2f632f",""
"708","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA FARMACENTER DISMER","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","85,200.00","350e3bed001f7398d8ec6876950c2499086b44712ae0f58f0ae950cd73d78e603963eef888b217fcb74a520c2465b22b",""
"707","2021-12-30 06:50:00","Factura de Venta Nacional","Reinaldo","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","190,000.00","3aeb293c55000244ae798b043fb52b77fdb9561e5f39c660b553ef15ff36ca8395b8d009f3a32d169526f9f1e453e361",""
"706","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería pharma - maxx","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","150,857.00","a2bc94c46fb9f717d12a1e81e6cb0d77cf3bc2b559dfa5ce873dccbe5768f0b08bbf62b3583c9450173377b541628d7e",""
"705","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA ISAFARMA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","85,160.00","2fe415e7d6c5b0ce63cd26c16afc00c7a22a0018c1561b3d028ff47c660555edc0695156bf44a11418e741134135a53f",""
"704","2021-12-30 06:50:00","Factura de Venta Nacional","Susana","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","262,554.00","0d44eb4ea4b31683caa054075c66097424c2a725b6b2eca7400ddb18943e53878441a999e7169f1167e49f75667da9ca",""
"703","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA MEDIPHARMA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","58,602.00","be6997f7ce6fba0af42015e11e36cf047ec0f611fdc11f2c7f0efe9901201558838efaa7e05cda2578c4285239cbccba",""
"702","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería MyM los girasoles","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","73,374.00","40a1f450d62918a13032e84b77c617d0b4bcc2660ecb0dc0952923f4c5da440228a0a272a39a66f3a201e855beb81895",""
"701","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA BIOGREEN","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","139,880.00","035848d85ce458d27b3c943bc84fdf417bf446998b0e8404ac8ff8ad1d389dd4d4dbf44c1f0a44d958cdaf88755a94e5",""
"700","2021-12-30 06:50:00","Factura de Venta Nacional","drog marcce","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","140,558.00","09c70cea4745a098a04ea0d2fe9002c07667f3b987c2e21da461e3bfa27d6c7e29be004774cf0ac1d2becaaf44651991",""
"699","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Las Trinitarias","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","447,477.00","541d93df90d8fa7a1c0c7ed254d2bed1ca3ddfd0c21e489bab7ca417a12e50ba8c1b9f1b81801e2b713f458c754b9a38",""
"698","2021-12-30 06:50:00","Factura de Venta Nacional","Drog la mega plus de soledad","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","139,100.00","5edf86a14bd98c6b65192c28f44380b160c037bddbc6e9588d85adcb4a94d18f38de766ae51df958ad97127803ee783c",""
"697","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA LA BOTICA ESPAÑOLA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","188,956.00","a4f6092000667428bd87a822e3359f609b8ebcfd5d9dd9d3f2930bb3b7983da369f2b0f1615cc419d036ee29bf0b51ec",""
"696","2021-12-30 06:50:00","Factura de Venta Nacional","Farmacordeon","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","6,296.00","c4bd0818124a554efe27d9791ab390fe215ab6c7d410dc84c669d121887df0433d7d493d87f84baa8f2724132dd16546",""
"695","2021-12-30 06:50:00","Factura de Venta Nacional","Tu Farma de la 8 (Alboraya)","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","232,825.00","426f10dad56c022c757e362427eb0a4aab86033042cb6c1ed343f17c6d3a52bf5c37cd41e3f2c175fbf5ce1debce65b2",""
"694","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Colpharma","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","397,256.00","66a2df8e0058b35c0c5869758b94c67d533f7d4fb30f7f440fcd8baa4e914d4f74f61fae3d11c7fbfcd269d1eb2f0332",""
"693","2021-12-30 06:50:00","Factura de Venta Nacional","DROGUERIA MEDIPHARMA","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","103,795.00","40f54f1b858dae008a8f91910e7bd91750c729c1982cc9d53694452176bd4aa4a65a5b64cecadd1a97fd19f9520dd65c",""
"692","2021-12-30 06:50:00","Factura de Venta Nacional","GRUPO A.C.Y S.A.S","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","147,381.00","ae8881d5a098b1a6cd05aca39ef242b6aa3b8617b683016459ec47f9c12ef418c1cf45086cb53e330c942b48fafeaf2d",""
"691","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Santamarta","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","96,276.00","82d3b73366e65d27add8ce7d106e5e1875d028e78f9e3c8d51c109c5b20f6f6a09609aced26ea49ac74f969e398048fe",""
"690","2021-12-30 06:50:00","Factura de Venta Nacional","Dist. JJ san miguel","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","105,347.00","17eb1f143b1037fe67e8d605667495b313cb965793d11f96fa3fc25b42ff85510b12f68a0505ab5fb11b3f04a3949d1e",""
"689","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería mayo","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","39,501.00","acba039684c1f49aa52cc93fd755315dbec181f801bc3beb6a946505b14527175267b280c2eb4d11b5a2eb027de5dd2e",""
"688","2021-12-30 06:50:00","Factura de Venta Nacional","variedades taly","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","65,525.00","d6bac612bf9658b552fcfe601c8de1d69339d6d7fc6d446e436248b2d21d0804cb5d946943cfe0e14e7ddf11f4fd5d13","se aplica 5% total del valor de la factura"
"687","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería principal de los almendros","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","263,288.00","771ed62653de9cf97a5b4b675fc6f281b7e2451a10d40647a1b1119f6de335194d161f970e6a7b9f4a4579050aa76132",""
"686","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria victoria real","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","95,000.00","53cd833e8bdb2ca9b1ca692fa4e5e74bc09705074e1b1705e54a2bc5a38fcf33bc7bba1306c2e5bf1623192f7c7ec9e5",""
"685","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Santamarta","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","344,190.00","bc436d7d75a62798ea1f5b8f12f74fe73448ac9dfb11351bf667a18705743a3417726323391e0251541a4c0325d1df1c",""
"684","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria JK De La Costa","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","112,600.00","3599eba6c8dd5b579a765de7a96ba060540a0f81e1d52b69275f3f929ccef0d0983af11b791b1437f5162d240536a1f0",""
"683","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Farma Express","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","220,923.00","cffc87abcd9d7a24ad4cdceb97b2d529dd60cb9b1907e7ec88dc8c3293a6439c39396bb43961d87211485b130d1051d3",""
"682","2021-12-30 06:50:00","Factura de Venta Nacional","D. IMPERIAL","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","39,380.00","eb8908eaae649e4a7ee86bde9f9196266b4ad99b4c0f36c175f5d4bb883ba480709f44aa69652242b74412beb0ea71b8","Se aplica Dcto por saldo a favor de $3.292.Se ve reflejado en el producto “ LASS SUPOSITORIO DE GLISERINA x 5 sobres ”"
"681","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria Planett","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","66,000.00","92623cbf2c2e6337c4f2f497f3b07b83f6d32c39094c05c5fb78e58f07aa4cad05429b7ec4783a6b3b3ecc49060edf2d",""
"680","2021-12-30 06:50:00","Factura de Venta Nacional","Drogueria La Prosperidad","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","96,363.00","f70dc8968652fe903a415409ba712b1386567a66694fb7d130fcf9a35375a16e02de16e00cf08242c64e193f78cf93a3",""
"679","2021-12-30 06:50:00","Factura de Venta Nacional","Droguería medimar","Enviada a la DIAN","Pendiente","Efectivo","Contado","0","85,161.00","37127ae4f6e0a0d7e02ee7fb14729f3bf1c4fd6079e01db66afe57dde50b3fce0628b4fda0a1e883634c9cc261407561",""
